Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
2755,15488638,20250612050654,680516636,41.40542,2.16913,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire rental unit,Entire home/apt,2025-02-23,,within an hour,100%,,,28.0,31.0,t,t,5,,1 bath,2.0,,"[""Self check-in"", ""Dishwasher"", ""Hot water"", ""High chair"", ""Paid parking on premises"", ""Cooking basics"", ""Washer"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Building staff"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Pets allowed"", ""Fast wifi \u2013 169 Mbps"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,0,179,25,5,3,1.72,4.55,4.73,4.66,4.71,4.83
2767,15556812,20250612050654,680516636,41.40542,2.16913,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire rental unit,Entire home/apt,2025-02-23,,within an hour,100%,,,28.0,31.0,t,t,4,1.0,1 bath,2.0,5.0,"[""Self check-in"", ""Hot water"", ""High chair"", ""Paid parking on premises"", ""Cooking basics"", ""Washer"", ""Shampoo"", ""Fire extinguisher"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Building staff"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Elevator"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Fast wifi \u2013 228 Mbps"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",$148.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,0,222,26,4,7,2.14,4.66,4.7,4.81,4.78,4.81
2880,16806128,20250612050654,680516636,41.4053,2.17145,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2025-02-23,,within an hour,100%,,,28.0,31.0,t,t,5,1.0,1 bath,2.0,2.0,"[""Exterior security cameras on property"", ""Paid parking off premises"", ""Long term stays allowed"", ""Noise decibel monitors on property"", ""TV with standard cable"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Outlet covers"", ""Bed linens"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Bathtub"", ""Essentials"", ""Heating"", ""Beach essentials"", ""Table corner guards"", ""Hangers"", ""Dishwasher"", ""Microwave"", ""Coffee maker"", ""Hot water"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Changing table"", ""Iron"", ""Washer"", ""Shampoo"", ""Extra pillows and blankets"", ""Fast wifi \u2013 61 Mbps"", ""Hair dryer"", ""Dryer"", ""Crib"", ""Dishes and silverware"", ""Air conditioning"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Room-darkening shades"", ""Kitchen"", ""Babysitter recommendations"", ""Smoke alarm""]",$148.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,0,176,15,0,9,1.73,4.69,4.81,4.81,4.82,4.87
3100,18132625,20250612050654,437835392,41.40607,2.17348,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2021-12-28,,,,,f,29.0,30.0,t,t,3,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Oven"", ""Private entrance"", ""High chair"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Air conditioning""]",$58.00,32,330,32.0,32.0,330.0,330.0,32.0,330.0,,0,0,0,61,61,12,0,0,0,0.12,4.42,4.42,4.42,4.92,4.83
3154,18800050,20250612050654,680516636,41.4053,2.17145,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2025-02-23,,within an hour,100%,,,28.0,31.0,t,t,6,,1 bath,3.0,,"[""Bed linens"", ""Babysitter recommendations"", ""Dishwasher"", ""Beach essentials"", ""Table corner guards"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""Body soap"", ""Paid parking on premises"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""43 inch HDTV with standard cable"", ""Fast wifi \u2013 265 Mbps"", ""Extra pillows and blankets"", ""Elevator"", ""Crib"", ""Outlet covers"", ""Iron"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Pets allowed"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Changing table"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,0,154,25,2,2,1.57,4.68,4.76,4.81,4.81,4.81
3686,21479197,20250612050654,437835392,41.40574,2.17527,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2021-12-28,,,,,f,29.0,30.0,t,t,3,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Oven"", ""Private entrance"", ""High chair"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Air conditioning""]",$58.00,32,330,32.0,32.0,330.0,330.0,32.0,330.0,,0,21,51,152,152,10,3,0,4,0.12,4.4,4.3,4.1,4.5,4.8
3695,21479433,20250612050654,437835392,41.40447,2.17557,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2021-12-28,,,,,f,29.0,30.0,t,t,3,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Oven"", ""Private entrance"", ""High chair"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Air conditioning""]",$119.00,32,330,32.0,32.0,330.0,330.0,32.0,330.0,,0,0,0,86,86,1,0,0,0,0.01,3.0,3.0,4.0,3.0,5.0
3848,21995015,20250612050654,437835392,41.40569,2.17549,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2021-12-28,,,,,f,29.0,30.0,t,t,4,1.0,1 bath,2.0,4.0,"[""Host greets you"", ""Patio or balcony"", ""Bed linens"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""High chair - available upon request"", ""Hangers"", ""Oven"", ""Coffee maker"", ""Iron"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Air conditioning"", ""TV"", ""Kitchen"", ""Microwave""]",$182.00,1,365,1.0,2.0,365.0,365.0,1.5,365.0,,7,10,25,89,87,343,50,3,37,3.99,4.31,4.36,4.47,4.63,4.92
3890,22141782,20250612050654,522845846,41.38414,2.18166,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2023-06-30,,,,,f,3.0,3.0,f,t,6,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Dishwasher"", ""Private entrance"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Washer"", ""Fast wifi \u2013 222 Mbps"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Dryer"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Coffee maker"", ""Patio or balcony"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",$100.00,32,365,32.0,32.0,1125.0,1125.0,32.0,1125.0,t,0,0,12,287,115,30,5,0,4,0.34,4.8,4.67,4.83,4.87,4.87
3904,22154964,20250612050654,522845846,41.38408,2.18172,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2023-06-30,,,,,f,3.0,3.0,f,t,6,2.0,2 baths,2.0,3.0,"[""Dishwasher"", ""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Host greets you"", ""Private entrance"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Crib"", ""Dishes and silverware"", ""Washer"", ""TV"", ""High chair"", ""Essentials"", ""Microwave"", ""Patio or balcony"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Wifi""]",$110.00,32,365,32.0,32.0,1125.0,1125.0,32.0,1125.0,t,0,22,52,327,153,34,4,0,4,0.38,4.94,4.94,4.94,5.0,4.97
3906,22155702,20250612050654,522845846,41.38421,2.18168,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2023-06-30,,,,,f,3.0,3.0,f,t,6,2.0,2 baths,2.0,3.0,"[""Host greets you"", ""Exterior security cameras on property"", ""Private entrance"", ""Patio or balcony"", ""Bed linens"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Heating"", ""Hangers"", ""Dishwasher"", ""Coffee maker"", ""Hot water"", ""Fast wifi \u2013 234 Mbps"", ""Cooking basics"", ""Iron"", ""Washer"", ""Dedicated workspace"", ""Shampoo"", ""Hair dryer"", ""Dryer"", ""Stove"", ""Crib"", ""Dishes and silverware"", ""Air conditioning"", ""High chair"", ""TV"", ""Kitchen"", ""Microwave""]",$162.00,32,365,32.0,32.0,1125.0,1125.0,32.0,1125.0,t,0,20,50,325,149,29,3,1,4,0.33,4.9,4.97,4.83,4.97,4.97
3988,22998247,20250612050654,510942439,41.39243,2.17119,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2023-04-20,"Barcelona, Spain",within an hour,100%,100%,t,23.0,28.0,t,t,5,2.0,2 baths,2.0,4.0,"[""Bed linens"", ""Oven"", ""Central heating"", ""Babysitter recommendations"", ""Baby bath"", ""Hot water"", ""Room-darkening shades"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Central air conditioning"", ""Fast wifi \u2013 931 Mbps"", ""Cooking basics"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Baking sheet"", ""Stove"", ""Deliplus or similar body soap"", ""Baby monitor"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Paid standalone high chair - available upon request"", ""Paid parking lot off premises"", ""Safe"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Shower gel"", ""Single level home"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Freezer"", ""Coffee maker: Nespresso, pour-over coffee"", ""Essentials"", ""42 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""Dishwasher""]",$322.00,1,60,2.0,4.0,60.0,60.0,3.4,60.0,t,19,45,71,346,175,277,37,4,40,3.1,4.81,4.86,4.87,4.85,4.92
4006,23463004,20250612050654,437835392,41.40453,2.17387,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2021-12-28,,,,,f,29.0,30.0,t,t,4,1.0,1 bath,2.0,4.0,"[""Host greets you"", ""Patio or balcony"", ""Bed linens"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""High chair - available upon request"", ""Hangers"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Iron"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Air conditioning"", ""TV"", ""Kitchen"", ""Microwave""]",$219.00,1,365,1.0,2.0,365.0,365.0,1.5,365.0,,8,20,33,95,95,327,19,1,17,3.91,4.44,4.46,4.5,4.76,4.93
4026,23512897,20250612050654,537105282,41.40636,2.16584,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire rental unit,Entire home/apt,2023-09-14,"Barcelona, Spain",,,,f,3.0,5.0,f,t,5,2.0,2 baths,2.0,3.0,"[""Lockbox"", ""Hangers"", ""Indoor fireplace"", ""Central air conditioning"", ""Outdoor dining area"", ""Elevator"", ""Extra pillows and blankets"", ""Heating"", ""Fire extinguisher"", ""Kitchen"", ""Private BBQ grill: gas"", ""Iron"", ""Shampoo"", ""Washer"", ""TV"", ""Self check-in"", ""Essentials"", ""Hair dryer"", ""Noise decibel monitors on property"", ""Hot water"", ""Coffee maker: Nespresso"", ""Wifi""]",$330.00,3,90,1.0,5.0,90.0,90.0,3.1,90.0,t,9,20,32,89,89,180,44,2,43,2.08,4.82,4.75,4.8,4.83,4.83
4065,23691762,20250612050654,680516636,41.40542,2.17132,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2025-02-23,,within an hour,100%,,,28.0,31.0,t,t,6,1.0,1 bath,2.0,4.0,"[""Exterior security cameras on property"", ""Paid parking off premises"", ""Portable fans"", ""TV with standard cable"", ""Freezer"", ""Private entrance"", ""Patio or balcony"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Lockbox"", ""Bed linens"", ""Cleaning products"", ""Safe"", ""Dining table"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""Beach essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""City skyline view"", ""Pocket wifi"", ""Hangers"", ""Body soap"", ""Dishwasher"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Hot water"", ""Baby bath"", ""Cooking basics"", ""Self check-in"", ""Iron"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Extra pillows and blankets"", ""Wine glasses"", ""Fast wifi \u2013 241 Mbps"", ""Hair dryer"", ""Coffee"", ""Stove"", ""Crib"", ""Laundromat nearby"", ""Dishes and silverware"", ""Air conditioning"", ""High chair"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Kitchen"", ""Babysitter recommendations"", ""Hot water kettle"", ""Smoke alarm"", ""Clothing storage""]",$489.00,1,365,1.0,2.0,31.0,32.0,1.8,31.5,t,2,14,42,148,141,152,6,0,11,1.74,4.64,4.72,4.66,4.66,4.81
