Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
8816,546920311207296194,20250612050654,441889600,41.39673,2.16067,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2022-01-24,"Barcelona, Spain",within an hour,100%,100%,t,4.0,4.0,t,t,4,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Oven"", ""Conditioner"", ""Central heating"", ""Lockbox"", ""Self check-in"", ""Babysitter recommendations"", ""Baby bath"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""Books and reading material"", ""Body soap"", ""High chair"", ""Central air conditioning"", ""Coffee maker: Nespresso"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Window guards"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Free washer \u2013 In unit"", ""Ethernet connection"", ""Children\u2019s books and toys"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""TV"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$235.00,1,365,1.0,3.0,365.0,365.0,1.5,365.0,t,12,27,50,147,147,50,16,3,11,1.29,4.86,4.86,4.92,4.84,4.98
8817,546926327324184389,20250612050654,441889600,41.3967,2.15927,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2022-01-24,"Barcelona, Spain",within an hour,100%,100%,t,4.0,4.0,t,t,4,1.0,1 bath,1.0,2.0,"[""Dishwasher"", ""Lockbox"", ""Babysitter recommendations"", ""Hangers"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Outdoor dining area"", ""Elevator"", ""Conditioner"", ""Luggage dropoff allowed"", ""Window guards"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Books and reading material"", ""Body soap"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Baby bath"", ""Outdoor furniture"", ""Fire extinguisher"", ""Kitchen"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""TV"", ""Self check-in"", ""High chair"", ""City skyline view"", ""Central heating"", ""Essentials"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Safe"", ""Patio or balcony"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Hot water"", ""Freezer"", ""Coffee maker: Nespresso"", ""Wifi"", ""Children\u2019s books and toys""]",$256.00,1,365,1.0,3.0,365.0,365.0,1.5,365.0,t,3,9,21,103,103,47,14,2,11,1.25,4.64,4.72,4.66,4.83,4.96
8818,546926799730785062,20250612050654,441889600,41.39627,2.16062,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2022-01-24,"Barcelona, Spain",within an hour,100%,100%,t,4.0,4.0,t,t,6,2.0,2 baths,2.0,4.0,"[""Dishwasher"", ""Lockbox"", ""Babysitter recommendations"", ""Hangers"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Elevator"", ""Conditioner"", ""Luggage dropoff allowed"", ""Window guards"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Books and reading material"", ""Body soap"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Baby bath"", ""Fire extinguisher"", ""Kitchen"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Self check-in"", ""High chair"", ""Central heating"", ""Essentials"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Safe"", ""Hair dryer"", ""Clothing storage: closet"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Coffee maker: Nespresso"", ""Wifi"", ""Children\u2019s books and toys""]",$348.00,1,365,1.0,3.0,365.0,365.0,1.5,365.0,t,11,30,58,140,140,5,1,0,1,0.13,4.8,4.8,5.0,4.8,5.0
8823,548581594920719339,20250612050654,433523272,41.37899,2.13105,Sants,Sants-Montjuïc,Entire serviced apartment,Entire home/apt,2021-11-26,,within an hour,100%,100%,f,3.0,3.0,t,t,8,2.0,2 baths,3.0,6.0,"[""Bed linens"", ""Smoking allowed"", ""Oven"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Extra pillows and blankets"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Outdoor dining area"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$238.00,1,365,3.0,8.0,99.0,99.0,7.9,99.0,t,0,4,20,142,121,84,25,2,25,2.13,4.61,4.71,4.74,4.81,4.54
8827,548597790445758673,20250612050654,433523272,41.37706,2.13041,Sants,Sants-Montjuïc,Entire serviced apartment,Entire home/apt,2021-11-26,,within an hour,100%,100%,f,3.0,3.0,t,t,8,1.0,1 bath,3.0,6.0,"[""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoking allowed"", ""Extra pillows and blankets"", ""Heating"", ""Room-darkening shades"", ""Host greets you"", ""Private entrance"", ""Outdoor furniture"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Cleaning products"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Essentials"", ""Microwave"", ""Patio or balcony"", ""Hair dryer"", ""Smoke alarm"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi"", ""First aid kit""]",$256.00,1,365,1.0,4.0,99.0,99.0,3.0,99.0,t,11,27,55,55,55,122,36,2,39,3.14,4.74,4.8,4.85,4.87,4.69
8828,548963767781137795,20250612050654,442326369,41.383717,2.180135,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Room in boutique hotel,Private room,2022-01-27,,within an hour,100%,100%,t,6.0,6.0,t,t,1,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""AC - split type ductless system"", ""Self check-in"", ""32 inch TV with standard cable"", ""Body soap"", ""Central air conditioning"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Exterior security cameras on property"", ""Building staff"", ""Elevator"", ""Dedicated workspace"", ""Safe"", ""Smoke alarm"", ""Clothing storage: closet"", ""Paid parking off premises"", ""Heating"", ""Essentials""]",$216.00,1,365,1.0,3.0,6.0,6.0,1.0,6.0,t,15,40,69,172,172,63,14,0,16,1.59,4.87,4.87,4.98,4.9,4.98
8831,548986047801675449,20250612050654,442326369,41.383717,2.180135,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Room in boutique hotel,Private room,2022-01-27,,within an hour,100%,100%,t,6.0,6.0,t,t,2,,1 private bath,1.0,,"[""Bed linens"", ""Wifi"", ""Shampoo"", ""Elevator"", ""32 inch HDTV with standard cable"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hangers"", ""Safe"", ""Hair dryer"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Body soap"", ""Exterior security cameras on property""]",,1,365,1.0,3.0,6.0,6.0,1.0,6.0,t,25,51,80,182,182,395,75,4,99,9.88,4.82,4.85,4.84,4.86,4.94
8832,548990291668456542,20250612050654,442326369,41.383717,2.180135,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Room in boutique hotel,Private room,2022-01-27,,within an hour,100%,100%,t,6.0,6.0,t,t,2,1.0,1 private bath,1.0,1.0,"[""Building staff"", ""Exterior security cameras on property"", ""Clothing storage: closet"", ""Paid parking off premises"", ""Bed linens"", ""32 inch HDTV"", ""Safe"", ""Elevator"", ""Essentials"", ""Heating"", ""Hangers"", ""Body soap"", ""Self check-in"", ""Wifi"", ""Dedicated workspace"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Smoke alarm""]",$252.00,1,365,1.0,3.0,6.0,6.0,1.0,6.0,t,29,59,89,188,188,680,127,6,148,17.1,4.8,4.82,4.82,4.86,4.92
8837,54158456,20250612050654,438922378,41.37899,2.16032,Sant Antoni,Eixample,Entire serviced apartment,Entire home/apt,2022-01-04,"Barcelona, Spain",within an hour,98%,100%,t,2.0,3.0,t,t,4,1.0,1 bath,1.0,1.0,"[""Dishwasher"", ""Hangers"", ""Central air conditioning"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""Body soap"", ""Extra pillows and blankets"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Clamp on table seat high chair - available upon request"", ""Fire extinguisher"", ""Kitchen"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shampoo"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""TV"", ""Self check-in"", ""City skyline view"", ""Essentials"", ""Microwave"", ""Safe"", ""Hair dryer"", ""Smoke alarm"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Coffee maker: Nespresso"", ""Wifi"", ""Crib - available upon request""]",$291.00,1,365,1.0,4.0,7.0,7.0,2.2,7.0,t,18,46,76,346,178,923,226,21,218,22.57,4.92,4.93,4.93,4.83,4.86
8840,552049674598327132,20250612050654,442941739,41.37999725341797,2.1789820194244385,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,2022-01-31,"Barcelona, Spain",within a day,100%,100%,t,1.0,1.0,t,t,2,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""HDTV"", ""Coffee"", ""Babysitter recommendations"", ""Dishwasher"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""Body soap"", ""High chair"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Rituals shampoo"", ""Double oven"", ""Wifi"", ""Washer"", ""Electric stove"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Rice maker"", ""Waterfront"", ""Kitchen"", ""Baking sheet"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Dryer"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Safe"", ""Iron"", ""Smoke alarm"", ""Private patio or balcony"", ""Cleaning products"", ""Shared beach access"", ""Rituals conditioner"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$80.00,32,330,32.0,32.0,330.0,330.0,32.0,330.0,t,6,26,56,237,159,4,4,1,1,0.45,5.0,5.0,5.0,5.0,4.75
8846,54158916,20250612050654,438922378,41.37764,2.16202,Sant Antoni,Eixample,Entire serviced apartment,Entire home/apt,2022-01-04,"Barcelona, Spain",within an hour,98%,100%,t,2.0,3.0,t,t,5,2.0,2 baths,3.0,4.0,"[""Clothing storage: closet"", ""Shower gel"", ""Freezer"", ""Courtyard view"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Bed linens"", ""Safe"", ""Dining table"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""Outdoor furniture"", ""High chair - available upon request"", ""Body soap"", ""Hangers"", ""Dishwasher"", ""Microwave"", ""Oven"", ""Hot water"", ""Cooking basics"", ""Self check-in"", ""Iron"", ""Wifi"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Extra pillows and blankets"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Room-darkening shades"", ""TV"", ""Crib - available upon request"", ""Kitchen"", ""Hot water kettle"", ""Smart lock"", ""Smoke alarm""]",$408.00,1,365,1.0,4.0,7.0,7.0,2.2,7.0,t,19,49,79,311,140,931,212,19,255,22.71,4.93,4.94,4.95,4.84,4.86
8858,553360156158753219,20250612050654,443218453,41.37238199802144,2.1645779388008166,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2022-02-02,"Barcelona, Spain",within an hour,90%,86%,f,3.0,5.0,t,t,3,1.0,1 bath,2.0,2.0,"[""Bed linens"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Dishes and silverware"", ""TV"", ""Essentials"", ""Air conditioning""]",$60.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,0,19,294,123,7,4,0,5,0.4,4.0,4.14,4.29,4.29,4.29
8871,54270461,20250612050654,434205774,41.39298,2.17144,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2021-12-01,"Barcelona, Spain",within an hour,100%,100%,t,23.0,23.0,t,t,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Oven"", ""Central heating"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""High chair"", ""Central air conditioning"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Single level home"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$124.00,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,2,3,27,129,129,18,8,1,6,0.5,4.94,4.94,4.94,4.94,5.0
8872,54272406,20250612050654,398014636,41.39098,2.14662,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2021-04-21,"Barcelona, Spain",within an hour,94%,97%,t,3.0,4.0,t,t,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Oven"", ""Hot water"", ""Central air conditioning"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Other induction stove"", ""Long term stays allowed"", ""Kitchen"", ""Bidet"", ""Dining table"", ""Extra pillows and blankets"", ""Elevator"", ""Paid parking lot off premises"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Coffee maker"", ""Heating - split type ductless system"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$90.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,t,0,0,0,140,0,10,2,0,4,0.25,4.3,4.3,4.1,4.6,4.6
8873,54273187,20250612050654,434205774,41.39102,2.1699,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2021-12-01,"Barcelona, Spain",within an hour,100%,100%,t,23.0,23.0,t,t,2,,1 bath,1.0,,"[""Bed linens"", ""Oven"", ""Central heating"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""High chair"", ""Central air conditioning"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Single level home"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Freezer"", ""Essentials"", ""Dishwasher""]",,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,0,21,23,48,48,10,4,0,4,0.26,4.8,4.9,4.9,5.0,5.0
8874,54285225,20250612050654,434205774,41.39282,2.16957,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2021-12-01,"Barcelona, Spain",within an hour,100%,100%,t,23.0,23.0,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishwasher"", ""Hangers"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Elevator"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoking allowed"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Private patio or balcony"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Paid parking garage off premises"", ""Cleaning products"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""High chair"", ""City skyline view"", ""Central heating"", ""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Hair dryer"", ""Induction stove"", ""Clothing storage: closet"", ""Hot water"", ""Single level home"", ""Cooking basics"", ""Freezer"", ""Wifi"", ""Crib - available upon request""]",$76.00,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,0,24,54,155,155,12,4,0,4,0.31,5.0,4.92,4.92,5.0,5.0
8875,54285818,20250612050654,434205774,41.39327,2.17136,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2021-12-01,"Barcelona, Spain",within an hour,100%,100%,t,23.0,23.0,t,t,4,2.0,2 baths,2.0,2.0,"[""Bed linens"", ""Oven"", ""Central heating"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""High chair"", ""Central air conditioning"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Single level home"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$81.00,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,0,21,51,154,154,11,5,0,4,0.32,4.64,4.91,4.64,4.91,5.0
8876,553365500546586124,20250612050654,443218453,41.37372,2.16601,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2022-02-02,"Barcelona, Spain",within an hour,90%,86%,f,3.0,5.0,t,t,2,1.5,1.5 baths,1.0,1.0,"[""Bed linens"", ""HDTV"", ""Hot water"", ""Room-darkening shades"", ""Central air conditioning"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Dining table"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Dedicated workspace"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""Essentials"", ""Mini fridge""]",$68.00,31,365,17.0,31.0,365.0,365.0,30.3,365.0,t,29,59,89,364,193,11,3,0,3,0.3,4.36,4.55,4.0,4.82,4.73
8880,554100196138799969,20250612050654,443367288,41.38183,2.17972,el Barri Gòtic,Ciutat Vella,Entire serviced apartment,Entire home/apt,2022-02-03,,within an hour,100%,99%,f,1.0,3.0,t,t,5,2.0,2 baths,3.0,3.0,"[""Host greets you"", ""Shower gel"", ""Long term stays allowed"", ""Freezer"", ""Private entrance"", ""Outlet covers"", ""Central air conditioning"", ""Bed linens"", ""Dining table"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Outdoor furniture"", ""Hangers"", ""Dishwasher"", ""Waterfront"", ""First aid kit"", ""Oven"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Standalone high chair - always at the listing"", ""Hot water"", ""Baby bath"", ""Shared beach access"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Shampoo"", ""Extra pillows and blankets"", ""Wine glasses"", ""Hair dryer"", ""Coffee"", ""Stove"", ""Crib"", ""Dishes and silverware"", ""Private patio or balcony"", ""Room-darkening shades"", ""TV"", ""Books and reading material"", ""Kitchen"", ""Hot water kettle"", ""Microwave""]",$398.00,2,60,1.0,3.0,1125.0,1125.0,2.7,1125.0,t,7,13,23,287,111,197,61,7,58,4.92,4.57,4.77,4.74,4.79,4.75
8885,554279825290209805,20250612050654,436871579,41.37608,2.143979,Hostafrancs,Sants-Montjuïc,Private room in hostel,Private room,2021-12-21,"Barcelona, Spain",within an hour,100%,97%,f,2.0,2.0,t,t,2,1.0,1 private bath,1.0,2.0,"[""Hair dryer"", ""Smoke alarm"", ""Building staff"", ""Heating"", ""TV"", ""Self check-in"", ""Dedicated workspace"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm""]",$219.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,24,52,81,214,164,59,8,1,8,1.57,4.54,4.73,4.61,4.78,4.71
8888,54301711,20250612050654,434205774,41.39143,2.17113,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,2021-12-01,"Barcelona, Spain",within an hour,100%,100%,t,23.0,23.0,t,t,1,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Central heating"", ""Stainless steel oven"", ""Dishwasher"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""Books and reading material"", ""Central air conditioning"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Mini fridge""]",$62.00,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,0,25,55,158,158,8,3,0,3,0.22,4.88,4.88,4.88,4.75,4.88
8890,54333637,20250612050654,440670581,41.38041,2.17319,el Raval,Ciutat Vella,Private room in condo,Private room,2022-01-16,Spain,within an hour,100%,93%,t,1.0,1.0,t,t,2,0.5,Private half-bath,1.0,1.0,"[""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Elevator"", ""Conditioner"", ""Coffee maker"", ""Drying rack for clothing"", ""Body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Clothing storage"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Shampoo"", ""Central heating"", ""Pets allowed"", ""Essentials"", ""Laundromat nearby"", ""Beach essentials"", ""Portable fans"", ""Hair dryer"", ""AC - split type ductless system"", ""Wifi \u2013 27 Mbps"", ""32 inch HDTV with Chromecast, HBO Max, Netflix, standard cable, Amazon Prime Video, Disney+"", ""Free washer \u2013 In unit"", ""Hot water"", ""Portable heater"", ""Freezer"", ""First aid kit""]",$141.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,2,13,28,108,108,68,30,3,36,1.68,4.9,4.85,4.88,4.93,4.66
8891,554286020875275869,20250612050654,436871579,41.37608,2.143979,Hostafrancs,Sants-Montjuïc,Private room in hostel,Private room,2021-12-21,"Barcelona, Spain",within an hour,100%,97%,f,2.0,2.0,t,t,1,1.0,1 private bath,1.0,1.0,"[""Building staff"", ""Coffee maker"", ""Shared patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""Air conditioning"", ""Heating"", ""Self check-in"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm""]",$184.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,29,59,89,231,179,50,10,0,12,1.34,4.64,4.8,4.8,4.86,4.72
