Unnamed: 0,scrape_id,latitude,neighbourhood_cleansed,property_type,host_since,host_response_time,host_acceptance_rate,host_listings_count,host_has_profile_pic,accommodates,bathrooms_text,beds,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_30,availability_90,availability_eoy,number_of_reviews_ltm,number_of_reviews_ly,review_scores_rating,review_scores_cleanliness,review_scores_location
0,20250612050654,41.40556,la Sagrada Família,Entire rental unit,2010-01-19,within an hour,91%,44.0,t,8,2 baths,6.0,$232.00,1125,5.0,999.0,999.0,11,53,65,6,5,4.3,4.53,4.81
1,20250612050654,41.41243172529066,el Besòs i el Maresme,Entire rental unit,2010-03-09,within an hour,96%,6.0,t,5,2 baths,4.0,$382.00,32,7.0,1125.0,1125.0,6,29,124,10,7,4.82,4.9,4.65
2,20250612050654,41.40566,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2010-05-31,within an hour,100%,3.0,t,6,1.5 baths,3.0,$186.00,31,1.0,31.0,31.0,5,31,39,26,37,4.46,4.38,4.89
3,20250612050654,41.38062,el Barri Gòtic,Entire condo,2010-01-24,within an hour,94%,5.0,t,2,1 bath,1.0,$131.00,180,31.0,180.0,180.0,30,90,193,9,17,4.36,4.55,4.73
4,20250612050654,41.3764,la Barceloneta,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,3,1 bath,3.0,$285.00,330,2.0,330.0,330.0,30,90,193,0,1,4.0,4.0,5.0
5,20250612050654,41.39271,el Fort Pienc,Entire condo,2011-11-23,within an hour,99%,15.0,t,6,2 baths,8.0,$197.00,1125,1.0,1125.0,1125.0,8,37,132,17,13,4.62,4.64,4.77
6,20250612050654,41.38184,la Nova Esquerra de l'Eixample,Entire rental unit,2012-02-21,within an hour,99%,7.0,t,4,1 bath,2.0,$185.00,30,2.0,1125.0,1125.0,6,21,106,42,41,4.76,4.68,4.75
7,20250612050654,41.38422,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2012-02-22,,4%,1.0,t,6,1.5 baths,4.0,$220.00,1125,4.0,1125.0,1125.0,1,7,64,2,2,4.56,4.56,4.97
8,20250612050654,41.40508,la Vila de Gràcia,Entire home,2012-02-25,within an hour,100%,2.0,t,3,1 bath,3.0,$254.00,10,2.0,1125.0,1125.0,0,9,73,65,74,4.91,4.93,4.96
9,20250612050654,41.40502,Diagonal Mar i el Front Marítim del Poblenou,Entire rental unit,2012-02-27,within an hour,99%,5.0,t,4,1 bath,2.0,$167.00,1125,2.0,1125.0,1125.0,2,20,91,57,64,4.68,4.57,4.67
10,20250612050654,41.38428,la Barceloneta,Private room in rental unit,2012-02-28,,,2.0,t,2,1 private bath,,,150,31.0,150.0,150.0,0,0,0,0,0,4.73,4.84,4.71
11,20250612050654,41.37961,el Raval,Entire rental unit,2012-03-01,,,2.0,t,2,1 bath,,,350,32.0,350.0,350.0,0,0,0,0,0,4.2,4.39,4.54
12,20250612050654,41.37978,el Barri Gòtic,Entire rental unit,2010-01-24,within an hour,94%,5.0,t,9,3 baths,6.0,$449.00,365,5.0,1125.0,1125.0,9,48,143,31,34,4.56,4.65,4.66
13,20250612050654,41.38043,la Barceloneta,Private room in rental unit,2010-07-05,,,1.0,t,1,1 shared bath,1.0,$46.00,65,31.0,65.0,65.0,29,89,89,0,0,4.79,4.71,4.92
14,20250612050654,41.375553476091895,Sant Antoni,Entire condo,2012-03-01,within an hour,100%,1.0,t,4,1 bath,2.0,$198.00,15,3.0,1125.0,1125.0,10,30,118,39,40,4.66,4.63,4.8
15,20250612050654,41.37911,la Nova Esquerra de l'Eixample,Entire rental unit,2011-10-07,within an hour,92%,4.0,t,4,1.5 baths,3.0,$422.00,1125,5.0,1125.0,1125.0,8,68,170,3,5,4.69,4.59,4.83
16,20250612050654,41.38545,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2011-11-27,within an hour,28%,356.0,t,6,1 bath,4.0,$240.00,330,32.0,330.0,330.0,30,90,191,1,3,4.8,4.8,5.0
17,20250612050654,41.41892,el Coll,Entire rental unit,2011-11-26,within an hour,99%,2.0,t,4,1 bath,3.0,$160.00,365,4.0,1125.0,1125.0,8,28,98,44,60,4.65,4.7,4.56
18,20250612050654,41.39639,la Dreta de l'Eixample,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,6,2 baths,4.0,$286.00,330,1.0,330.0,330.0,30,90,192,0,1,3.75,4.38,4.25
19,20250612050654,41.38992,la Dreta de l'Eixample,Entire rental unit,2011-06-07,within an hour,81%,5.0,t,2,1 bath,1.0,$800.00,360,3.0,360.0,360.0,25,85,181,0,8,4.97,4.98,5.0
20,20250612050654,41.38203,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2012-10-06,within an hour,10%,1.0,t,6,2 baths,6.0,$555.00,60,4.0,60.0,60.0,0,35,137,5,7,4.63,4.75,4.9
21,20250612050654,41.39631,la Dreta de l'Eixample,Entire condo,2010-07-22,within an hour,100%,12.0,t,4,1 bath,2.0,$158.00,364,2.0,364.0,364.0,1,23,100,73,61,4.52,4.55,4.9
22,20250612050654,41.40568,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2010-07-28,within an hour,82%,4.0,t,4,2 baths,4.0,$179.00,365,3.0,1125.0,1125.0,15,70,143,23,27,4.32,4.22,4.72
23,20250612050654,41.4057,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2010-05-31,within an hour,100%,3.0,t,6,1 bath,7.0,$186.00,31,1.0,31.0,31.0,7,28,37,27,31,4.63,4.41,4.89
24,20250612050654,41.41129,el Camp de l'Arpa del Clot,Entire rental unit,2010-11-06,within a few hours,100%,1.0,t,5,2 baths,3.0,$252.00,90,10.0,90.0,77.5,0,11,41,25,19,4.5,4.47,4.39
25,20250612050654,41.3806,el Barri Gòtic,Entire vacation home,2011-01-09,within an hour,100%,2.0,t,4,2 baths,2.0,$128.00,730,31.0,730.0,730.0,24,84,187,1,1,4.75,4.31,4.9
26,20250612050654,41.41841,Vallcarca i els Penitents,Entire rental unit,2011-01-28,,0%,1.0,t,9,3.5 baths,5.0,$315.00,28,5.0,28.0,28.0,2,48,60,0,0,5.0,5.0,4.0
27,20250612050654,41.39705,la Dreta de l'Eixample,Entire rental unit,2011-01-28,within an hour,100%,2.0,t,2,1.5 baths,1.0,$209.00,91,2.0,1125.0,1125.0,1,12,116,2,2,4.23,4.45,4.57
28,20250612050654,41.38174,el Raval,Entire rental unit,2011-01-30,a few days or more,0%,10.0,t,4,1.5 baths,5.0,$99.00,730,28.0,730.0,730.0,0,19,122,0,1,3.88,3.25,4.25
29,20250612050654,41.39909,el Poblenou,Entire serviced apartment,2011-02-03,within an hour,96%,6.0,t,3,1 bath,2.0,$322.00,28,5.0,28.0,28.0,30,90,192,159,121,4.73,4.78,4.8
30,20250612050654,41.3795,el Raval,Entire rental unit,2012-03-19,within an hour,100%,5.0,t,4,1 bath,4.0,$170.00,31,3.0,1125.0,1125.0,4,9,66,50,53,4.49,4.45,4.63
31,20250612050654,41.38268,la Nova Esquerra de l'Eixample,Entire rental unit,2012-03-23,within an hour,99%,3.0,t,2,1 bath,2.0,$178.00,10,3.0,1125.0,1125.0,13,43,96,44,53,4.87,4.91,4.76
32,20250612050654,41.38035,el Barri Gòtic,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,4,1 bath,4.0,$365.00,330,2.0,330.0,330.0,30,90,186,0,0,4.29,4.45,4.45
33,20250612050654,41.37374,el Poble Sec,Entire rental unit,2012-03-30,within an hour,68%,1.0,t,7,2 baths,3.0,$209.00,365,1.0,365.0,365.0,10,37,118,96,95,4.64,4.58,4.85
34,20250612050654,41.40413,la Vila de Gràcia,Entire home,2012-04-05,within an hour,100%,1.0,t,4,1 bath,4.0,$120.00,1125,30.0,1125.0,1125.0,3,63,153,3,3,4.72,4.74,4.85
35,20250612050654,41.37973,el Barri Gòtic,Entire serviced apartment,2012-04-10,within an hour,99%,8.0,t,5,2 baths,3.0,$390.00,365,5.0,1125.0,456.6,1,6,47,33,36,4.7,4.8,4.87
36,20250612050654,41.3884,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2011-11-27,within an hour,28%,356.0,t,4,1 bath,2.0,$250.00,1125,2.0,1125.0,1125.0,30,90,192,0,0,5.0,4.67,5.0
37,20250612050654,41.40864,el Putxet i el Farró,Entire home,2012-04-11,within a few hours,83%,1.0,t,8,3.5 baths,5.0,$498.00,1125,3.0,1125.0,1125.0,6,41,109,21,8,4.84,4.83,4.79
38,20250612050654,41.38104,el Raval,Entire rental unit,2011-01-30,a few days or more,0%,10.0,t,2,1 bath,2.0,$45.00,730,31.0,730.0,730.0,1,1,1,0,0,5.0,4.0,4.0
39,20250612050654,41.38214,el Raval,Entire rental unit,2011-01-30,a few days or more,0%,10.0,t,2,1.5 baths,1.0,$64.00,730,31.0,730.0,730.0,5,62,164,0,0,4.33,4.0,4.14
40,20250612050654,41.40554,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2010-05-31,within an hour,100%,3.0,t,12,2 baths,14.0,$393.00,31,1.0,31.0,31.0,5,24,33,23,31,4.57,4.4,4.8
41,20250612050654,41.40682,el Clot,Entire rental unit,2011-02-19,within an hour,96%,10.0,t,3,1 bath,3.0,$147.00,330,7.0,330.0,329.1,5,37,139,22,23,4.47,4.38,4.78
42,20250612050654,41.39144,la Dreta de l'Eixample,Entire rental unit,2011-07-31,within an hour,86%,2.0,t,4,1.5 baths,4.0,$311.00,1125,1.0,1125.0,1125.0,1,10,72,77,65,4.85,4.89,4.96
43,20250612050654,41.39829,el Fort Pienc,Private room in rental unit,2012-04-19,,,2.0,t,1,2 baths,1.0,$44.00,1125,31.0,1125.0,1125.0,0,0,0,0,0,4.8,4.86,4.83
44,20250612050654,41.40002,la Vila de Gràcia,Entire rental unit,2012-04-20,within a few hours,95%,1.0,t,6,2 baths,3.0,$162.00,30,2.0,30.0,30.0,5,9,69,58,66,4.66,4.62,4.92
45,20250612050654,41.3879153,l'Antiga Esquerra de l'Eixample,Entire serviced apartment,2012-04-23,within an hour,100%,8.0,t,3,1 bath,2.0,$337.00,365,3.0,365.0,186.9,13,58,146,3,5,4.58,4.8,4.67
46,20250612050654,41.40998,la Sagrada Família,Entire rental unit,2012-04-23,within an hour,100%,22.0,t,5,1 bath,4.0,$216.00,1124,5.0,1125.0,1125.0,10,33,99,29,27,4.67,4.75,4.82
47,20250612050654,41.37733,el Barri Gòtic,Private room in rental unit,2012-04-23,within a day,70%,1.0,t,1,1 shared bath,1.0,$32.00,62,31.0,62.0,62.0,0,16,96,10,10,4.79,4.75,4.91
48,20250612050654,41.38734,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2011-10-09,within an hour,93%,5.0,t,3,1 bath,2.0,$120.00,1125,5.0,1125.0,1125.0,2,31,108,19,27,4.68,4.65,4.83
49,20250612050654,41.38946,la Dreta de l'Eixample,Entire rental unit,2011-10-09,within an hour,93%,5.0,t,3,1 bath,2.0,$203.00,1124,5.0,1124.0,1124.0,3,50,151,32,31,4.7,4.61,4.91
50,20250612050654,41.37371,el Poble Sec,Entire rental unit,2011-03-09,within a few hours,87%,1.0,t,5,1 bath,3.0,$125.00,1125,10.0,1125.0,1125.0,7,7,62,17,18,4.68,4.73,4.73
51,20250612050654,41.39224,la Dreta de l'Eixample,Entire rental unit,2012-09-13,within an hour,100%,79.0,t,3,1 bath,2.0,$130.00,365,31.0,999.0,999.0,7,63,152,38,42,4.78,4.8,4.94
52,20250612050654,41.38139,el Raval,Entire loft,2011-10-09,within an hour,93%,5.0,t,4,1 bath,2.0,$141.00,1125,5.0,1125.0,1125.0,7,37,125,27,27,4.79,4.79,4.71
53,20250612050654,41.37850578093848,la Nova Esquerra de l'Eixample,Private room in condo,2014-06-09,within an hour,95%,2.0,t,2,1 shared bath,1.0,$57.00,730,3.0,730.0,730.0,21,27,27,11,1,4.86,4.91,4.79
54,20250612050654,41.38046,el Barri Gòtic,Entire condo,2011-01-09,within an hour,100%,2.0,t,4,2 baths,3.0,$145.00,1125,31.0,1125.0,1125.0,26,86,187,4,6,4.46,3.88,4.73
55,20250612050654,41.37501,el Poble Sec,Entire rental unit,2011-11-22,within an hour,90%,46.0,t,8,2 baths,4.0,$291.00,1124,4.0,1124.0,1124.0,6,31,82,39,47,4.56,4.56,4.77
56,20250612050654,41.396084,la Dreta de l'Eixample,Entire loft,2012-03-23,within an hour,99%,3.0,t,2,1 bath,2.0,$152.00,10,7.0,1125.0,1125.0,13,57,105,45,31,4.74,4.71,4.91
57,20250612050654,41.39822,la Vila de Gràcia,Entire rental unit,2012-05-10,within a few hours,68%,4.0,t,4,1 bath,3.0,$251.00,1125,4.0,1125.0,1125.0,2,38,142,36,33,4.9,4.95,4.98
58,20250612050654,41.39871,Sant Gervasi - Galvany,Entire rental unit,2012-05-10,within a few hours,68%,4.0,t,4,2 baths,3.0,$371.00,365,3.0,365.0,365.0,8,49,128,24,17,4.82,4.88,4.84
59,20250612050654,41.3990403,la Vila de Gràcia,Entire rental unit,2012-05-10,within a few hours,68%,4.0,t,5,2 baths,4.0,$270.00,365,4.0,365.0,365.0,3,15,98,32,35,4.93,4.91,4.85
60,20250612050654,41.38496,"Sant Pere, Santa Caterina i la Ribera",Private room in rental unit,2011-04-14,within a few hours,100%,2.0,t,1,1 shared bath,0.0,$70.00,1125,31.0,1125.0,1125.0,26,86,189,0,0,4.75,4.86,4.93
61,20250612050654,41.40271,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2011-02-17,within an hour,93%,113.0,t,4,1 bath,1.0,$94.00,1125,5.0,1125.0,954.9,6,58,119,29,34,4.24,4.28,4.69
62,20250612050654,41.40653,la Sagrada Família,Entire rental unit,2011-05-08,within an hour,99%,6.0,t,8,2 baths,4.0,$474.00,32,3.0,100.0,100.0,14,71,83,14,17,4.46,4.57,4.85
63,20250612050654,41.40248,el Parc i la Llacuna del Poblenou,Private room in rental unit,2012-05-14,within an hour,98%,5.0,t,1,1 shared bath,1.0,$80.00,150,10.0,150.0,146.1,4,34,120,42,39,4.68,4.57,4.7
64,20250612050654,41.37227,el Poble Sec,Private room in loft,2012-05-02,,,1.0,t,3,1 bath,,,1125,1.0,1125.0,1125.0,0,0,0,0,0,,,
65,20250612050654,41.39696,la Dreta de l'Eixample,Entire rental unit,2012-05-08,within an hour,99%,53.0,t,4,1 bath,1.0,$258.00,1125,7.0,365.0,365.0,20,80,184,34,32,4.73,4.74,4.96
66,20250612050654,41.37243,el Poble Sec,Entire rental unit,2013-06-14,within a few hours,100%,2.0,t,2,1 bath,1.0,$263.00,18,5.0,18.0,18.0,3,25,81,50,46,4.96,4.95,4.83
67,20250612050654,41.40385,el Camp d'en Grassot i Gràcia Nova,Entire rental unit,2012-05-08,within an hour,99%,53.0,t,5,1 bath,2.0,$200.00,1125,7.0,365.0,365.0,14,37,141,21,25,4.31,4.32,4.75
68,20250612050654,41.40347,la Sagrada Família,Entire rental unit,2012-05-08,within an hour,99%,53.0,t,4,2 baths,2.0,$303.00,1125,7.0,365.0,365.0,22,82,184,35,21,4.44,4.3,4.87
69,20250612050654,41.38355,el Barri Gòtic,Entire rental unit,2011-10-19,within a few hours,78%,47.0,t,3,1 bath,2.0,$43.00,330,85.0,330.0,330.0,0,7,14,2,1,3.9,3.85,4.85
70,20250612050654,41.37948,el Barri Gòtic,Entire rental unit,2012-05-01,within a few hours,43%,29.0,t,4,2 baths,2.0,$131.00,160,32.0,160.0,160.0,30,90,193,1,1,5.0,4.63,5.0
71,20250612050654,41.37155,Sants,Entire rental unit,2011-05-28,within an hour,100%,1.0,t,2,2 baths,1.0,$163.00,1125,3.0,1125.0,1125.0,4,33,129,41,36,4.85,4.93,4.73
72,20250612050654,41.39787,el Poblenou,Entire rental unit,2011-06-04,within a day,56%,2.0,t,6,1.5 baths,3.0,$194.00,330,2.0,330.0,330.0,4,45,147,52,34,4.71,4.72,4.86
73,20250612050654,41.38832,Pedralbes,Private room in rental unit,2011-05-21,within a few hours,96%,3.0,t,1,1 shared bath,1.0,$45.00,1125,32.0,1125.0,1125.0,6,59,160,8,4,4.63,4.55,4.8
74,20250612050654,41.42337,el Guinardó,Private room in rental unit,2011-06-17,within a few hours,64%,1.0,t,1,1 shared bath,1.0,$16.00,1125,31.0,1125.0,1125.0,1,26,93,2,1,4.26,4.2,4.59
75,20250612050654,41.39795,la Dreta de l'Eixample,Entire rental unit,2012-05-28,within an hour,98%,1.0,t,3,2 baths,2.0,$181.00,30,5.0,1125.0,1125.0,4,42,85,43,41,4.91,4.86,4.95
76,20250612050654,41.38467,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2011-11-27,within an hour,28%,356.0,t,6,1 bath,4.0,$357.00,330,31.0,330.0,330.0,30,90,193,0,1,4.75,5.0,4.75
77,20250612050654,41.39774,el Fort Pienc,Private room in rental unit,2012-04-19,,,2.0,t,2,2 baths,1.0,$59.00,1125,31.0,1125.0,1125.0,0,0,0,0,0,4.91,4.91,4.91
78,20250612050654,41.39161,l'Antiga Esquerra de l'Eixample,Entire rental unit,2012-05-30,within an hour,95%,2.0,t,2,1 bath,2.0,$182.00,91,7.0,1125.0,1125.0,6,39,122,40,44,4.91,4.86,4.95
79,20250612050654,41.42257,el Congrés i els Indians,Entire rental unit,2012-06-01,within a few hours,93%,2.0,t,3,2 baths,3.0,$170.00,1125,7.0,1125.0,1125.0,0,38,104,4,6,4.62,4.86,4.57
80,20250612050654,41.40376,la Sagrada Família,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,5,1 bath,5.0,$300.00,1125,1.0,1125.0,1125.0,30,90,192,0,0,4.2,4.57,4.71
81,20250612050654,41.3757,el Raval,Private room in rental unit,2012-02-02,within a day,100%,1.0,t,1,2 shared baths,1.0,$19.00,90,31.0,90.0,90.0,9,9,9,2,3,4.84,4.79,4.85
82,20250612050654,41.37779,el Raval,Entire rental unit,2011-04-06,within an hour,100%,6.0,t,6,1 bath,6.0,$301.00,600,6.0,600.0,600.0,4,35,102,4,3,4.68,4.61,4.5
83,20250612050654,41.38651,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2011-06-17,within an hour,87%,3.0,t,10,2 baths,7.0,$293.00,300,33.0,300.0,300.0,21,81,184,0,0,4.69,4.59,4.89
84,20250612050654,41.40671,el Clot,Entire rental unit,2011-02-19,within an hour,96%,10.0,t,4,1 bath,2.0,$147.00,330,7.0,330.0,328.2,1,13,110,26,30,4.82,4.8,4.85
85,20250612050654,41.37701,el Raval,Entire rental unit,2011-04-06,within an hour,100%,6.0,t,5,1 bath,3.0,$204.00,60,6.0,1125.0,1125.0,3,20,78,2,6,4.88,4.72,4.74
86,20250612050654,41.40012,el Fort Pienc,Entire rental unit,2011-08-31,within a few hours,98%,14.0,t,6,2 baths,4.0,$350.00,365,2.0,365.0,365.0,6,17,81,5,7,4.7,4.82,4.8
87,20250612050654,41.4003,el Fort Pienc,Entire rental unit,2011-08-31,within a few hours,98%,14.0,t,8,2 baths,6.0,$350.00,360,2.0,360.0,360.0,3,19,62,9,1,4.7,4.82,4.75
88,20250612050654,41.39095,la Vila Olímpica del Poblenou,Entire townhouse,2012-06-05,within a few hours,100%,2.0,t,5,1.5 baths,4.0,$263.00,365,3.0,1125.0,1125.0,2,17,114,13,13,4.76,4.68,4.9
89,20250612050654,41.39506,la Dreta de l'Eixample,Entire rental unit,2011-07-30,within a few hours,94%,12.0,t,8,2 baths,5.0,$300.00,60,2.0,60.0,60.0,11,57,154,74,83,4.81,4.82,4.88
90,20250612050654,41.3888,l'Antiga Esquerra de l'Eixample,Entire rental unit,2011-11-22,within an hour,90%,46.0,t,5,2 baths,4.0,$387.00,1125,4.0,1125.0,1125.0,3,46,134,38,50,4.63,4.6,4.86
91,20250612050654,41.39646,la Dreta de l'Eixample,Entire rental unit,2012-06-07,within an hour,78%,1.0,t,4,1 bath,2.0,$219.00,160,28.0,160.0,160.0,2,17,112,25,26,4.8,4.84,4.88
92,20250612050654,41.39807,la Vila de Gràcia,Private room in rental unit,2012-06-10,within an hour,100%,3.0,t,2,1 private bath,0.0,$45.00,90,31.0,90.0,90.0,26,86,190,1,1,4.73,4.78,4.94
93,20250612050654,41.40681,el Clot,Entire rental unit,2011-02-19,within an hour,96%,10.0,t,3,1 bath,2.0,$147.00,330,7.0,330.0,326.5,3,23,109,28,17,4.76,4.72,4.82
94,20250612050654,41.40653,la Sagrada Família,Entire rental unit,2011-05-08,within an hour,99%,6.0,t,8,1.5 baths,4.0,$392.00,32,3.0,100.0,100.0,3,27,113,14,13,4.49,4.58,4.84
95,20250612050654,41.37535,Sant Antoni,Entire serviced apartment,2012-06-11,within an hour,100%,5.0,t,11,2 baths,9.0,$248.00,45,6.0,99.0,43.0,9,54,156,177,204,4.95,4.93,4.85
96,20250612050654,41.39877,el Fort Pienc,Entire loft,2012-06-13,within an hour,90%,1.0,t,2,1 bath,1.0,$264.00,30,3.0,30.0,30.0,15,71,162,20,26,4.77,4.88,4.86
97,20250612050654,41.37535,Sant Antoni,Entire serviced apartment,2012-06-11,within an hour,100%,5.0,t,9,2 baths,8.0,$206.00,90,6.0,99.0,32.2,3,39,137,171,176,4.96,4.93,4.84
98,20250612050654,41.40987,el Baix Guinardó,Private room in condo,2012-06-14,,,1.0,t,1,1 private bath,,,120,31.0,120.0,120.0,0,0,0,0,0,4.8,4.84,4.78
99,20250612050654,41.38324,l'Antiga Esquerra de l'Eixample,Entire rental unit,2010-07-22,within an hour,100%,12.0,t,4,1 bath,2.0,$168.00,364,2.0,364.0,364.0,0,19,101,70,65,4.64,4.66,4.93
100,20250612050654,41.39856,el Poblenou,Private room in guest suite,2012-06-19,within a few hours,100%,1.0,t,2,1 private bath,,,124,32.0,124.0,124.0,19,47,47,5,4,4.95,4.97,4.85
101,20250612050654,41.40263,la Sagrada Família,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,5,1 bath,2.0,$300.00,1125,1.0,1125.0,1125.0,30,90,189,0,0,3.75,4.0,4.75
102,20250612050654,41.39316177368164,la Dreta de l'Eixample,Entire rental unit,2011-01-28,within an hour,100%,2.0,t,6,2 baths,4.0,$389.00,90,3.0,90.0,90.0,11,41,120,9,14,4.67,4.82,4.82
103,20250612050654,41.38893,Pedralbes,Private room in rental unit,2011-08-04,,,1.0,t,2,1 bath,,,15,7.0,15.0,15.0,0,0,0,0,0,5.0,5.0,5.0
104,20250612050654,41.38842,l'Antiga Esquerra de l'Eixample,Entire rental unit,2011-08-10,within a few hours,86%,3.0,t,8,4 baths,5.0,$536.00,60,8.0,60.0,60.0,2,18,73,54,58,4.95,4.92,4.93
105,20250612050654,41.40661,la Vila de Gràcia,Entire rental unit,2011-05-27,within an hour,97%,3.0,t,3,1 bath,2.0,$41.00,300,31.0,1125.0,1125.0,2,11,83,3,7,4.53,4.71,4.71
106,20250612050654,41.39877,la Vila de Gràcia,Entire rental unit,2011-08-24,within an hour,100%,6.0,t,4,1 bath,2.0,$201.00,180,4.0,1125.0,1125.0,4,18,80,46,49,4.74,4.79,4.91
107,20250612050654,41.40213,la Sagrada Família,Entire rental unit,2011-11-27,within an hour,28%,356.0,t,3,1 bath,3.0,$300.00,330,2.0,330.0,330.0,30,90,193,0,0,4.0,4.0,4.5
108,20250612050654,41.38361,"Sant Pere, Santa Caterina i la Ribera",Private room in rental unit,2012-06-26,within an hour,0%,2.0,t,1,1 shared bath,1.0,$70.00,21,4.0,21.0,21.0,27,87,88,0,1,4.8,4.67,5.0
109,20250612050654,41.38201,la Nova Esquerra de l'Eixample,Entire rental unit,2012-06-26,within a few hours,95%,2.0,t,5,2 baths,4.0,$197.00,120,6.0,120.0,120.0,8,20,109,29,44,4.59,4.65,4.68
110,20250612050654,41.4177,Navas,Private room in rental unit,2012-06-26,,,1.0,t,2,1.5 shared baths,,,365,180.0,1125.0,1125.0,0,0,0,0,0,4.69,4.44,4.63
111,20250612050654,41.3851,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2012-06-26,within an hour,92%,4.0,t,2,1 bath,,,1125,32.0,1125.0,1125.0,0,0,0,0,0,4.82,4.84,4.86
112,20250612050654,41.38141,el Raval,Entire rental unit,2011-01-30,a few days or more,0%,10.0,t,3,1 bath,3.0,$60.00,1125,28.0,1125.0,1125.0,0,0,0,0,0,2.5,2.0,3.0
113,20250612050654,41.37641,Sant Antoni,Entire rental unit,2012-06-28,within an hour,95%,1.0,t,2,1 bath,1.0,$128.00,1125,1.0,1125.0,1125.0,1,8,66,95,103,4.75,4.77,4.85
114,20250612050654,41.39748,Sant Gervasi - Galvany,Private room in rental unit,2012-06-10,within an hour,100%,3.0,t,2,1 shared bath,1.0,$45.00,90,31.0,90.0,90.0,27,87,187,1,1,4.82,4.8,4.94
115,20250612050654,41.36886,la Bordeta,Entire rental unit,2012-07-01,within a few hours,73%,4.0,t,3,1 bath,1.0,$62.00,1125,32.0,1125.0,1125.0,0,10,69,4,5,4.91,4.89,4.62
116,20250612050654,41.3724,el Poble Sec,Entire rental unit,2011-08-24,within an hour,100%,2.0,t,2,1 bath,1.0,$145.00,365,3.0,365.0,365.0,6,16,16,18,24,4.89,4.87,4.89
117,20250612050654,41.398,la Vila de Gràcia,Entire rental unit,2011-08-29,within a few hours,100%,1.0,t,4,1 bath,3.0,$130.00,120,2.0,1125.0,1125.0,1,13,56,13,31,4.8,4.76,4.92
118,20250612050654,41.38192,la Nova Esquerra de l'Eixample,Private room in rental unit,2012-07-01,within an hour,91%,2.0,t,2,1 private bath,1.0,$41.00,360,30.0,360.0,360.0,19,53,96,5,3,4.9,4.95,4.93
119,20250612050654,41.3819,la Nova Esquerra de l'Eixample,Private room in rental unit,2012-07-01,within an hour,91%,2.0,t,2,1 shared bath,1.0,$41.00,100,30.0,100.0,100.0,16,76,180,4,2,4.76,4.92,4.88
120,20250612050654,41.37518,Sants,Entire rental unit,2012-06-21,,80%,1.0,t,2,1 bath,,,30,5.0,1125.0,1125.0,1,11,12,2,5,4.75,4.67,4.76
121,20250612050654,41.37877,la Barceloneta,Entire rental unit,2010-10-18,within an hour,73%,2.0,t,2,1 bath,1.0,$60.00,364,32.0,364.0,364.0,0,16,113,6,5,4.93,4.73,4.93
122,20250612050654,41.40315,la Sagrada Família,Private room in rental unit,2012-07-04,within an hour,100%,2.0,t,1,1.5 shared baths,1.0,$35.00,365,28.0,1125.0,1125.0,0,30,44,11,6,4.63,4.84,4.67
123,20250612050654,41.389347076416016,la Vila Olímpica del Poblenou,Entire rental unit,2012-05-08,within an hour,99%,53.0,t,5,2 baths,3.0,$612.00,300,7.0,365.0,365.0,27,87,179,0,1,4.47,4.44,4.74
124,20250612050654,41.40562,el Clot,Private room in rental unit,2012-07-05,,,1.0,t,3,2 baths,,,60,7.0,60.0,60.0,0,0,0,0,0,4.78,4.4,4.5
125,20250612050654,41.39696816949049,el Fort Pienc,Entire rental unit,2012-07-06,within an hour,100%,1.0,t,11,3 baths,6.0,$618.00,1125,4.0,730.0,730.0,12,36,121,18,20,4.87,4.86,4.85
126,20250612050654,41.41015,el Putxet i el Farró,Entire rental unit,2012-06-17,within an hour,99%,1.0,t,11,2.5 baths,7.0,$273.00,30,2.0,1125.0,1125.0,3,9,43,47,49,4.87,4.84,4.68
127,20250612050654,41.37364,Sants,Entire loft,2011-07-26,,,1.0,t,4,2 baths,,,110,31.0,110.0,110.0,0,0,0,0,0,4.81,4.59,4.62
128,20250612050654,41.39970016479492,el Fort Pienc,Entire rental unit,2011-09-29,within an hour,100%,1.0,t,3,1 bath,2.0,$198.00,30,7.0,1125.0,1125.0,0,24,110,25,28,4.71,4.74,4.85
